symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
DNAH6	0.2762092447887982	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4543432342528821	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.4191899999999997	No data	-0.4076891018962284	-0.4547912827212672	0	No data	No data	0	0.5	0.5
GLRX2	0.27620914450227685	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4543430692891695	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.698374661387789	0	0	No data	No data	0	-1	-1
SLC16A7	0.27620914450227685	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4543430692891695	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	0	0	No data	-0.10439674932277554	No data	0	No data	No data	-0.006274999999999942	0.5	-1
ZNF619	0.27581580371035225	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4536960535540399	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.08147530735569908	No data	0	No data	No data	0	-1	-1
LHX6	0.27581580371035225	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4536960535540399	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.8979599999999998	No data	-0.7201500312565118	-0.7006031404121162	0	No data	No data	0	0.5	0
IARS2	0.2756362749474148	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.45147620472334543	No data	No data	No data	No data	No data	No data	0.038490752956764206	No data	No data	0	0	0	1	0	0.1650199999999998	No data	-0.6457595332360908	-0.6496996381521105	-1	No data	No data	0	-1	-1
IL6R	0.2748896351354872	0.45217257657523957	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	1	0	0	0	0	No data	-0.1219003959158158	-0.8522026904615398	0	-1	No data	0	0.5	-1
PTPN18	0.2748358690948156	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.45147620472334543	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0	No data	0.09241508647634933	-0.6863706067908761	0	No data	No data	0	-1	-1
STRADA	0.2744665836367364	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4514766889834071	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	1	0.75638	No data	-0.14159199833298608	-0.7823487876214021	0	No data	No data	0	-1	-1
RGPD8	0.27446638737221274	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.45147636614316855	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.19410293811210666	-0.8850106429445306	No data	No data	No data	-0.9872525	0.5	-1
SEC24C	0.27446638737221274	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.45147636614316855	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5749549999999999	No data	-0.918212127526568	-0.4025761376112691	0	No data	No data	No data	-1	-1
AP1M2	0.27446638737221274	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.45147636614316855	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8226950000000002	No data	0.20306313815378196	-0.7505303807692484	0	No data	No data	-0.48581499999999983	-1	0
PTGDS	0.27446638737221274	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.45147636614316855	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	1	0	No data	-0.07762033757032716	-0.1582092300122484	0	No data	No data	0	0.5	-1
PKN3	0.2744662892401309	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.45147620472334543	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.1507300000000001	No data	0.05094811419045642	0	0	No data	No data	0	-1	0
PLK3	0.2744662892401309	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.45147620472334543	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.6749250000000003	1	-0.24317566159616588	-0.5958781579305467	0	No data	No data	0	-1	0
FOLR3	0.2744662892401309	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.45147620472334543	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	No data	No data	0.2294227964159199	No data	0	No data	No data	-0.5102049999999998	1	0.5
KIN	0.2739158549279364	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.45057078207597007	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.61832	No data	-0.21733694519691604	-0.4025761376112691	-1	No data	No data	No data	-1	-1
FOXM1	0.2739158549279364	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.45057078207597007	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0	No data	-0.38768493436132523	-0.9670889145534453	0	No data	No data	0	0.5	0
IRF2	0.2739158549279364	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.45057078207597007	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.627505	No data	-0.6008543446551364	-0.47494786355610275	0	No data	No data	0	-1	-1
MKNK2	0.27358679397231506	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.44576557064964745	No data	No data	No data	No data	No data	No data	0.08527862281889088	No data	0.5	0	0	1	1	1	0.6344099999999997	0	-0.14857261929568655	No data	0	No data	No data	-0.07527000000000009	0.5	-1
AP4S1	0.27337661503675004	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4457652537492217	No data	No data	No data	No data	No data	No data	0.07837039303808661	No data	No data	0	0	0	0	0	0.7916649999999997	No data	0.7074390498020422	0	0	No data	No data	0	-1	-1
FOXRED2	0.2727281167041603	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.44861704288650583	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.12280500000000032	No data	-0.35278182954782245	0	0	No data	No data	0	-1	-1
BCAR3	0.2727281167041603	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.44861704288650583	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.2727249999999998	No data	-0.6477391123150656	-0.26869851984937604	0	No data	No data	0	-1	-1
ERBB2	0.2727280206747463	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4486168849254116	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	1	0.37848499999999985	1	-0.6316941029381121	-0.9657330905881697	0	-1	No data	0	-1	-1
ADORA2A	0.2724214173309235	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.44750461490855437	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	1	0	1	1	1	0.05339999999999989	1	-0.43217336945196916	-0.9334400628290531	0	-1	No data	0	0.75	0
ADORA3	0.27233228403760223	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.44750461490855437	No data	No data	No data	No data	No data	No data	No data	0.009226265965311795	No data	1	1	0	1	1	0	0	0	No data	-0.8270992553125023	0	-1	No data	0	0.5	0
UQCRQ	0.2722764163409166	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.44576557064964745	No data	No data	No data	No data	No data	No data	0.042169188766642864	No data	No data	0	0	0	0	0	0	No data	0.7424463429881225	-0.4871350770606589	0	No data	No data	No data	0.5	-1
HAVCR2	0.27212049842407354	0.4476175569541038	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.75	1	0	1	1	0	0	No data	-0.06595123984163365	-0.7750557965543333	0	No data	No data	0	-1	-1
ADORA1	0.2720518374762388	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.44750461490855437	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.7392650000000003	1	0.23379870806418013	-0.31241169803217117	0	-1	No data	0	0.5	0
SIX6	0.2720213544999954	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.447454472727301	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.898375	No data	-0.3819545738695561	-0.31066579587790105	0	No data	No data	-0.5528449999999999	1	0.5
LILRA5	0.27121849574190193	0.44613383103379295	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	0	0	No data	0.6050218795582414	0	0	No data	No data	-0.07190750000000001	0.5	0
ADRA2A	0.2711535531072135	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4460270053310262	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.6236550000000001	0	0.3796624296728486	-0.7860525957530664	0	-1	No data	0	0.5	0
HOMEZ	0.2710762751517147	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.44589988896218546	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	No data	No data	0	No data	No data	0	-1	-1
BMPR1B	0.27066322988898256	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4400841113821344	No data	No data	No data	No data	No data	No data	0.10272698973329344	No data	1	1	0	1	1	0	0.9103600000000001	No data	-0.8561158574703063	-0.7963172819688443	0	No data	No data	-0.28784750000000014	0.5	0
CMPK1	0.2703088442376944	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4429208386910985	No data	No data	No data	No data	No data	No data	0.03433369381866601	No data	No data	0	0	1	1	0	0.5394750000000001	No data	-0.5602208793498645	-0.660107721898113	-1	No data	No data	0	-1	-1
JAK2	0.2701894580995005	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.44292131525603357	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	1	1	0	1	1	1	0.6863950000000003	1	-0.7031673265263596	-0.8880652763329555	0	-1	-1	0	-1	-1
ZHX1	0.2701323075508159	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4443471339370949	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5647199999999998	No data	-0.6470097937070223	No data	0	No data	No data	0	-1	-1
PPP1R3B	0.26926521874428766	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4429208386910985	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.4736849999999997	No data	0.10064596790998115	-0.16612820317591287	0	No data	No data	0	0.5	-1
AUH	0.26838638074312526	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.440084274263461	No data	No data	No data	No data	No data	No data	0.027818852972415143	No data	No data	0	0	0	0	1	0.36578000000000016	No data	0.0668889351948323	0	0	No data	No data	0	-1	-1
CHRM1	0.26808367837667046	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17721182750378753	0.39300929809772994	No data	No data	No data	No data	No data	No data	0.16492677888223758	No data	1	1	0	1	1	0	0.9456499999999999	1	-0.874036257553657	-0.20744991348439518	0	-1	No data	0	0.75	0.5
RIN3	0.26793389148047425	0.4227969479043912	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3586791705908564	No data	No data	No data	0	0	0	0	0	0	No data	-0.011877474473848681	-0.22578539780377826	0	No data	No data	0	0.5	0
NDUFA10	0.2679251302665657	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4372553820558271	No data	No data	No data	No data	No data	No data	0.06922225692987186	No data	1	0	0	0	1	0	0	No data	0.23025630339654102	-0.4700118918221574	0	No data	No data	0	0.5	-1
UQCC2	0.26754078386931723	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.440084274263461	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5634900000000002	No data	0.16076265888726815	No data	0	No data	No data	No data	-1	-1
NUP188	0.26754078386931723	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.440084274263461	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.725555	No data	-0.7612002500520942	No data	0	No data	No data	No data	-1	-1
MRPL10	0.26754078386931723	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.440084274263461	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.06240883517399454	No data	-1	No data	No data	No data	-1	-1
RHOV	0.26754078386931723	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.440084274263461	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.9576250000000002	No data	-0.46759741612836003	No data	0	No data	No data	0	0.5	0
GLYATL3	0.26754078386931723	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.440084274263461	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0.3055549999999997	No data	0.5380287559908314	No data	0	No data	No data	0	0.5	1
